epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,365.69,0.61285,0.34507,0.78907,0.98865,0.99112,0.99206,0.88808,0.48751,0.30044,0.80672,0.000742625,0.000742625,0.000742625
43,374.194,0.5843,0.32791,0.79253,0.99266,0.99275,0.99256,0.8703,0.49997,0.29463,0.80844,0.00073025,0.00073025,0.00073025
44,382.811,0.59754,0.33223,0.79198,0.98733,0.99031,0.99352,0.8892,0.46112,0.29796,0.8043,0.000717875,0.000717875,0.000717875
45,391.334,0.59982,0.3397,0.79114,0.99004,0.98948,0.99039,0.87891,0.47197,0.32814,0.8044,0.0007055,0.0007055,0.0007055
46,399.997,0.621,0.34121,0.79176,0.98768,0.98593,0.99202,0.88031,0.50644,0.32809,0.809,0.000693125,0.000693125,0.000693125
47,408.563,0.58632,0.31826,0.7912,0.99099,0.98724,0.99226,0.88421,0.49591,0.31251,0.80685,0.00068075,0.00068075,0.00068075
48,417.116,0.57933,0.32364,0.78916,0.99077,0.98612,0.99201,0.89552,0.46134,0.29163,0.80419,0.000668375,0.000668375,0.000668375
49,425.745,0.60509,0.32954,0.79014,0.99233,0.98799,0.99221,0.88529,0.49213,0.28724,0.80575,0.000656,0.000656,0.000656
50,434.179,0.61362,0.33566,0.79181,0.98414,0.99129,0.99104,0.8911,0.45557,0.31481,0.80288,0.000643625,0.000643625,0.000643625
51,442.803,0.59849,0.32786,0.78589,0.98609,0.98875,0.99164,0.88957,0.47478,0.31701,0.80519,0.00063125,0.00063125,0.00063125
52,451.316,0.59602,0.32179,0.79128,0.98743,0.99099,0.99237,0.88179,0.50546,0.32759,0.80728,0.000618875,0.000618875,0.000618875
53,459.878,0.58537,0.31975,0.78998,0.98923,0.99044,0.99285,0.89254,0.47738,0.29685,0.80449,0.0006065,0.0006065,0.0006065
54,468.385,0.58604,0.31797,0.78694,0.98916,0.99089,0.99247,0.88847,0.46948,0.30439,0.80459,0.000594125,0.000594125,0.000594125
55,477.089,0.59148,0.3154,0.79033,0.98968,0.99243,0.99118,0.89305,0.45532,0.30197,0.80391,0.00058175,0.00058175,0.00058175
56,485.696,0.59369,0.32479,0.78838,0.98898,0.99316,0.99159,0.88934,0.47934,0.31671,0.80416,0.000569375,0.000569375,0.000569375
57,494.278,0.58773,0.31698,0.79329,0.99039,0.98585,0.99233,0.89196,0.46343,0.30102,0.80409,0.000557,0.000557,0.000557
58,502.832,0.57425,0.3122,0.79347,0.99049,0.99006,0.99139,0.88054,0.46626,0.30145,0.8028,0.000544625,0.000544625,0.000544625
59,511.317,0.58828,0.31307,0.78952,0.98889,0.98758,0.99122,0.88917,0.45404,0.2791,0.80197,0.00053225,0.00053225,0.00053225
60,519.978,0.5931,0.32007,0.78862,0.98965,0.99115,0.99106,0.87937,0.48905,0.31219,0.80437,0.000519875,0.000519875,0.000519875
61,528.591,0.58519,0.31163,0.78887,0.99276,0.99529,0.993,0.8914,0.47225,0.27814,0.80394,0.0005075,0.0005075,0.0005075
62,536.939,0.56464,0.29778,0.7874,0.99344,0.99526,0.99342,0.89111,0.45593,0.26427,0.80338,0.000495125,0.000495125,0.000495125
63,545.48,0.56284,0.297,0.78781,0.99311,0.99601,0.99307,0.88574,0.46452,0.2649,0.8035,0.00048275,0.00048275,0.00048275
64,554.208,0.5682,0.30084,0.78501,0.99291,0.99351,0.99287,0.89638,0.44705,0.26548,0.80307,0.000470375,0.000470375,0.000470375
65,562.738,0.56791,0.30394,0.78831,0.99188,0.99638,0.99259,0.89296,0.45781,0.26197,0.80418,0.000458,0.000458,0.000458
